''	BIN#	Description	Manuf	ManPartNum	Manuf2	ManPartNum2	Package	Height	ROHS	Note160803	TMA_COST	PL_COST	CostTMA_170921	CostPL_170921	Ucost	Cost1	Break2	Cost2	Reel	CostReel	Ucost	DSTR	PartNum	Qty	Price	Date	BB3B1_82	BB3C_8	SydneyRevC_122	TMA-043_80	TSrevC_40	RNS_B_8	TMA-054_10	Nuvola_8	SydneyD_8	RTK_8	BB3B1_50	BMC	RP1_12	TMA55_6	RTK0EN_4	BP1_6	OspreyA1	EagleA2	R170727	B170921	BMC_140	OSPa1_146	B170921_1200	EagleB0_10	B170921_1200	
'4.7uF_16V_1206'	59	CAP,4.7uF,X5R,16V,10%, 1206	TDK	C1206C475K4PAC			CAP1206	1.25	Y	T	0.0000 	0.0680 	0.00 	120.36 		0.174	1000	0.068	2000	0.055							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	1800	1800	0 	0	1800 	3	1770 	
'10uF_10V_1206'	60	CAP CERAMIC 10.0UF 10V Y5V 1206	Panasonic	ECJ-3YF1A106Z			CAP1206	0.8	Y	T	0.0378 	0.0000 	5.67 	0.00 	0.0378	DK	C3216Y5V1C106Z	2000	75.6	110211							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	150	150	0 	0	150 	0	150 	
'10uF_16V_1206'	61	CAP CER. 10 UF 16V 120	MURATA	GRM31CR71C106KAC7L			CAP1206	0.8	Y	T	0.0000 	0.4120 	0.00 	1186.56 		0.1898	1000	0.12018	2000	0.099							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	3100	3100	0 	0	3100 	22	2880 	
'10uF_25V_1206'	62	CAP CER 10 UF 25V 1206	MURATA	C1206X5R250-106KNE			CAP1206	0.8	Y	T	0.0000 	0.3010 	0.00 	90.30 		0.82	1000	0.301	2000	0.197							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	300	300	0 	0	300 	0	300 	
'22uF_16V_1206'	63	CAP CER 22UF 16V 1206	MURATA	GRM31CR61C226ME15L			CAP1206	0.8	Y	new PN CL31A226MOCLNNL	0.0666 	0.0000 	102.03 	0.00 	0.07515	Digikey.	CL31A226MOCLFNC	8000	601 	161006	0.0666	Venkel	C1206X5R160-226MNE	2000	133.2	170914	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	19 	17	0 	28	48 	3650	5650	0	28	1562 	3	1532 	
'100uF_6V3_1206'	64	CAP CER 100UF 6.3V Y5V 1206	Murata	GRM31CR60J107ME39L	Venkel	C1206X5R6R3-107MNE 	CAP1206	1.25	Y		0.1169 	0.0000 	870.91 	0.00 	0.1169	venkel	C1206X5R6R3-107MNE	8000	935.20	150810	0.11690	venkel	C1206X5R6R3-107MNE	10000	1169.00000	151215	69	68	40	0 	75 	43	0	0	40	27	69	0	0 	24 	39	0 	0	0 	7450	7450	0 	0	7450 	0	7450 	
'1uF_16V_1210'	65	CAP, 1uF, X5R, 16V, 10%, 1210	CAL-CHIP	GMC32X7R105K16NT			CAP1210	0.8	Y	T	0.0000 	0.1750 	0.00 	175.00 		0.58	1000	0.175	2000	0.1041							0	0	1	0 	1 	0	0	0	1	0	0	0	0 	0 	0	0 	0	0 	1000	1000	0 	0	1000 	0	1000 	
'22uF_16V_1210'	66	CAP CER 22UF 16V X5R 20% 1210	AVX	C3225X5R1C226M			CAP1210	2.79	Y	T	0.0900 	0.0000 	127.53 	0.00 	0.09	DK	C3225Y5V1C226Z/1.30	2000	180	110211							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	1500	1500	0 	0	1477 	6	1417 	
'47uF_16V_1210'	67	CAP 47UF 16V CERAMIC X5R 1210	MURATA	GRM32ER61C476ME15L	Venkel	C1210X5R160-476MNE 	CAP1210	2.7	Y	22uF_16V_1210	0.2448 	0.0000 	0.00 	0.00 	0.1112	avnet	GRM32ER61C476ME15L	10000	1112	151215	0.24476	Venkel	C1210X5R160-476MNE 	2000	489.52	170914	40	40	18	0 	36 	34	0	0	18	27	40	0	0 	0 	3	2 	26	6 	1873	3873	0	26	100 	10	0 	
'1000pF_2kV_1210'	68	CAP CER 1000PF 2KV 10% X7R 1210	Johanson 	202S41W102KV4E			CAP1210	2.03	Y		0.0000 	0.3600 	0.00 	432.00 		2.08	1000	0.36	1000	0.36							0	0	0	0 	0 	1	0	0	0	1	0	0	1 	0 	1	1 	0	0 	1200	1200	0 	0	1200 	0	1200 	
'2700pF_2kV_1812'	69	CAP CERM 2700PF 2000V X7R 1812	AVX	1812GC272KAT1A			CAP1812	2.54	Y	T	0.0000 	0.3040 	0.00 	52.59 		0.514	100	0.304	2000	0.0841							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	173	173	0 	0	173 	0	173 	
'10uF_16V_3528'	70	CAP,10uF,Tantalum,16V,10%,SMD	AVX	293D106X9016B2TE3			CAPMP3528	1.9	Y		0.0000 	0.2950 	0.00 	53.10 		0.49	100	0.295	2000	0.106							4	2	0	0 	0 	0	0	0	0	0	4	0	0 	0 	0	0 	0	0 	180	180	0 	0	180 	0	180 	
'100uF_6V3_3528'	71	CAP TANT ESR 250mO 100UF 6.3V 10% 3528	AVX	TPSB107K006R0250		TCJB107M006R0070	CAPMP3528	1.9	Y	T	0.3740 	0.0000 	628.32 	0.00 	0.374	0.374	TCJB107M006R0070	2000	748	110211							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	1700	1700	0 	0	1700 	2	1680 	
'10uF_16V_6032'	72	CAP TANT 10UF 16V 10% 2312 ESR 450	Kemet	T495C106K016ZTE450						T	0.0000 	0.4514 	0.00 	805.75 		0.85	100	0.4514	750	0.24829							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	1785	1785	0 	0	1785 	0	1785 	
'220uF_16V_7260'	73	CAP TANTALUM 220UF 16V 7260	AVX	TAJ0336M020AHJ						REMOVED	0.0000 	0.7110 	0.00 	0.00 		0.813	100	0.711	500	0.34							0	0									0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'33uF_16V_7343'	74	CAP TANTALUM 33UF 16	AVX	TAJ0336M020AHJ	VENKEL	TA016TCM336MDR	CAPMP7343	2.9	Y	T	0.0000 	0.7110 	0.00 	246.01 		0.813	100	0.711	500	0.34							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	346	346	0 	0	346 	0	346 	
'100uF_25V_7343'	75	CAP TANT POLYMER 100UF 25V 20% 60mOHM -55+125*C	Kemet	T521X107M025ATE060			CAPMP7260	4	Y	REMOVED	3.3800 	0.0000 	0.00 	0.00 	3.38	tti	T521X107M025ATE060	500	1850.00	140320							2	0	0	0 	0 	0	0	0	0	0	2	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'220uF_16V_7343'	76	CAP TANT 220UF 16V 20% 120mOHM -55+125*C	Vishay	TR3E227K016C0125	Kemet	T491D227K016ZT	CAPMP7343	3.1	Y	REMOVED	0.0000 	0.8710 	0.00 	0.00 		1.5	100	0.871	750	0.4805							0	0	2	0 	1 	0	0	0	2	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'330uF_2V_7343_ESR4'	77	CAP ALUM Polymer 330UF 2V 20% SMD ESR 4.5 mOhm 3.8A	Panasonic	EEF-LX0D331R4			CAPMP7343	1.9	Y	Replace 560uF_2V_SPCAP3_ESR3	0.4767 	0.0000 	0.00 	0.00 	0.4220	dk	EEF-LX0D331R4	3500	1477.00	150810	0.47671	dk	EEF-LX0D331R4	10500	5005.455	151215	56	56	0	0 	0 	0	0	0	0	0	56	0	0 	0 	0	0 	22	20 	2909	2909	0 	22	0 	0	0 	
330uF_6V3_7343_ESR9'	78	CAP TANT POLY 330UF 6.3V 20% 7343 ESR 9 mOhm	Kemet	T520D337M006ATE009	Sanyo	6TPF330M9L	CAPMP7343	1.9	Y		0.9290 	0.0000 	1214.20 	0.00 	0.8	tti	6TPF330M9L	2500	2000	150420	0.9290	Verical	6TPF330M9L	2500	2322.50	150810	0	0	20	0 	34 	34	0	5	20	26	0	0	0 	0 	20	0 	0	2 	1307	1307	0 	0	1307 	0	1307 	
'470uF_4V_7343_ESR15'	79	CAP TANT ESR 15mO 470UF 4V 20% SMD	AVX	T520D477M004ATE015	Sanyo	4TPF470ML	CAPMP7343	2.9	Y	Replace 330uF_6V3_7343_ESR9	0.8676 	0.0000 	367.88 	0.00 	0.86764	dk	4TPF470ML	2500	2169.1	141201	0.86764	dk	4TPF470ML	2500	2169.1	150420	0	0	8	0 	15 	0	0	0	8	0	0	0	0 	0 	0	0 	4	0 	1068	1068	0 	4	484 	6	424 	
'220uF_16V_7361'	80	CAP TANT 220UF 16V 10% 2924 ESR75	AVX	TPSV227K016R0075						T	0.0000 	7.0875 	0.00 	985.16 		8.79	100	7.0875	400	4.11075							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	139	139	0 	0	139 	0	139 	
'10uF_35V_AE_D'	81	CAP ALUM 10UF 35V 20% SMD 5.4mm	Panasonic	EEE-1VA100SR						T	0.0000 	0.2199 	0.00 	156.13 		0.54	100	0.2199	1000	0.07875							1	0	0	0 	0 	0	0	0	0	0	1	0	0 	0 	0	0 	0	0 	710	710	0 	0	710 	0	710 	
'220uF_16V_AE_D'	82	CAP, 220uF, ALUM ELECT, 16V, 20%,SMD 6.6mm	Panasonic	EEV-FK1C221XP		NACE221M16V6.3X8TR13	CAP_AE_D	10	Y	do not install	0.0978 	0.0000 	6.85 	0.00 	0.0978	arrow	EEE-FK0J221P	1000	97.8								1	0	0	0 	0 	0	0	0	0	0	1	0	0 	0 	0	0 	0	0 	70	70	0 	0	70 	0	70 	
'470uF_16V_AE_F'	83	CAP, 470uF, ALUM ELECT, 16V, 20%,SMD 8.3mm	Panasonic	EEV-FK1C471P			CAP_AE_F	10	Y	T	0.1420 	0.0000 	71.71 	0.00 	0.1420	avnet	EEV-FK1C471P	500	71.00	150901							0	0	1	0 	2 	0	0	0	1	0	0	0	0 	0 	0	0 	0	0 	505	505	0 	0	505 	0	505 	
'100uF_35V_AE_G'	84	CAP ALUM 100UF 35V 20% SMD 10.3mm	Panasonic	EEE-1VA101P						T	0.0000 	0.4695 	0.00 	92.96 		0.89	100	0.4695	500	0.22358							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	198	198	0 	0	198 	0	198 	
'470uF_16V_AE_G'	85	CAP ELECT 470UF 16V VS SMD 10.3mm	Panasonic	EEE-1CA471P			CAP_AE_G	10	Y	T	0.0665 	0.0000 	5.99 	0.00 	0.0665	arrow	EEE-1CA471P	500	33.25	140715							2	1	0	0 	0 	1	0	0	0	1	2	0	0 	0 	1	0 	0	0 	90	90	0 	0	90 	0	90 	
'1000uF_25V_AE_H13'	86	CAP, 1000uF, ALUM ELECT, 25V, 20%,SMD	Panasonic	EEV-FK1E102Q			CAP_AE_H13	14	Y	T	0.0000 	1.0660 	0.00 	67.16 		1.61	100	1.066	200	0.7266							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	63	63	0 	0	63 	0	63 	
'EXB-38V220JV'	87	RES ARRAY 22 OHM 5% 4 RES SMD0603x4	Panasonic	EXB-38V220JV			EXB-38V	0.6	Y	T	0.0000 	0.0200 	0.00 	1.24 		0.027	1000	0.02	5000	0.011							4	4	6	0 	4 	0	0	0	6	0	4	0	0 	1 	0	0 	3	3 	500	500	0 	3	62 	0	62 	
'MNR14240TR'	88	RES ARRAY 24 OHM 8TERM 4RES 0603 5%SMD	ROHM	MNR14240TR			EXB-38V			T	0.0000 	0.0200 	0.00 	65.60 		0.027	1000	0.02	5000	0.011							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	3300	3300	0 	0	3300 	2	3280 	
'EXB-38V102JV'	89	RES ARRAY 1 KOHM 5% 4 RES SMD0603x4	Panasonic	EXB-38V102JV			EXB-38V	0.6	Y	T	0.0050 	0.0000 	3.43 	0.00 	0.005	tti	EXB-38V102JV	5000	25	140818							10	9	4	0 	4 	0	0	0	4	0	10	0	0 	0 	0	0 	4	0 	1300	1300	0 	4	716 	3	686 	
'EXB-38V103JV'	90	RES ARRAY 10 KOHM 5% 4 RES SMD0603x4	Panasonic	EXB-38V103JV			EXB-38V	0.6	Y	USED ON OSPA1_146	0.0024 		0.21 	0.00 	0.00241	Venkel	CRN16-4-103JT	100	0.241	170914							0	0									0	0	0 	1 	0	0 	2	2 	280	380	0 	2	88 	0	88 	
'EXB-V8V472JV'	91	RES ARRAY 4.7 KOHM 5% 4 RES SMD0603x4	Panasonic	EXB-V8V472JV			EXB-V8V	0.6	Y	USED ON OSPA1_146	0.0183 		1.06 	0.00 	0.0183	arrow	EXB-V8V472JV	250	4.575	170914							4	3	1	0 	0 	1	0	0	10	4	4	0	0 	3 	4	0 	2	6 	100	350	0 	2	58 	0	58 	
'742C083000X'	92	RES ARRAY ZERO OHM JUMPER SMD0603x4	CTS	742C083000XJP			RPACK_742C16	0.6	Y	T	0.0000 	0.0090 	0.00 	38.70 		0.03	1000	0.009	5000	0.007							0	0	1	0 	0 	0	0	0	1	0	0	0	0 	0 	0	0 	0	0 	4300	4300	0 	0	4300 	0	4300 	
'746X101510J'	93	RES ARRAY 51 OHM 10TRM 8RES BUS SMD 0603 5%	CTS	746X101510J			RPACK_746X101			T	0.0000 	0.0565 	0.00 	514.00 		0.0677808	1000	0.056484	10000	0.04707							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	9100	9100	0 	0	9100 	0	9100 	
'746X101560J'	94	RES ARRAY 56 OHM 10TRM 8RES BUS SMD 0603 5%	CTS	746X101560J			RPACK_746X101			T	0.0000 	0.0565 	0.00 	2.82 		0.0677808	1000	0.056484	10000	0.04707							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	50	50	0 	0	50 	0	50 	
'MNR15560'	95	RES ARRAY 56 OHM 10TRM 8RES BUS SMD 0603 5%	ROHM	MNR15560			RPACK_746X101			T	0.0000 	0.0565 	0.00 	242.88 		0.0677808	1000	0.056484	10000	0.04707							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4300	4300	0 	0	4300 	0	4300 	
'EZADT23AAAJ'	96	RC NETWORK 47 OHM/100PF 5% SMD	Panasonic	EZADT23AAAJ						T	0.0000 	0.0838 	0.00 	376.88 		0.47	1000	0.08375	10000	0.07138							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'742C163000X'	97	RES ARRAY 0 OHM 16TERM 8RES0603 SMD	CTS	742C163000X			RPACK_742C16			T	0.0000 	0.0838 	0.00 	318.25 		0.47	1000	0.08375	10000	0.07138							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	3800	3800	0 	0	3800 	0	3800 	
'742C163220J'	98	RES ARRAY 22 OHM 16TERM 8RES 0603 5% SMD	CTS	742C163220J			RPACK_742C16			T	0.0000 	0.0838 	0.00 	30.49 		0.47	1000	0.08375	10000	0.07138							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	1	1 	530	530	0 	1	384 	2	364 	
'742C163102J'	99	RES ARRAY 1K OHM 16TERM 8RES 0603 5% SMD	CTS	742C163102J			RPACK_742C16			T	0.0000 	0.0838 	0.00 	16.75 		0.47	1000	0.08375	10000	0.07138							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	200	200	0 	0	200 	0	200 	
'3224W-1-103E'	100	pot resistor 10K	Bourns	3224W-1-103E						T	0.0000 	3.5909 	0.00 	746.91 		5.01	100	3.5909	250	3.278							0	0	0	0 	0 	0	0	0	4	0	0	0	0 	0 	0	0 	0	0 	208	208	0 	0	208 	0	208 	
'3224W-1-105E'	101	pot resistor 1M	Bourns	3224W-1-105E						T	0.0000 	3.5909 	0.00 	833.09 		5.01	100	3.5909	250	3.278							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	232	232	0 	0	232 	0	232 	
'0R_0201'	102	RES 0.0 OHM 1/20W 0201 SMD	Panasonic	ERJ1GE0R00C			RES0201			T	0.0000 	0.0059 	0.00 	89.10 		0.007128	1000	0.00594	15000	0.00495							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	15000	15000	0 	0	15000 	0	15000 	
'49R9_1%_0201'	103	RES, 49.9 OHM, 1%, 0201	ROHM	MCR006YZPF49R9			RES0201	0.3	Y	REMOVED	0.0120 	0.0000 	0.00 	0.00 	0.012	DK	MCR006YZPF49R9	15000	180	110201							0	0	46	0 	0 	0	2	0	46	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'64R9_0201'	104	RES 64.9 OHM 1% 1/20W 0201 SMD	Vishay	CRCW020164R9FKED			RES0201			T	0.0000 	0.0356 	0.00 	356.40 		0.26	1000	0.03564	10000	0.0252							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	10000	10000	0 	0	10000 	0	10000 	
'10K_1%_0201'	105	RES 10.0K OHM 1/20W 1% 0201 SMD	Panasonic	ERJ-1GEF1002C			RES0201	0.3	Y	FIND	0.0066 	0.0000 	0.00 	0.00 	0.0066	DK	ERJ-1GEF1002C	15000	99	110315							0	0	11	0 	0 	0	0	0	11	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'0R_0402'	106	RES, 0 OHM, 1%, 0402	Panasonic	ERJ-2GE0R00X	venkel	CR0402-16W-000T	RES0402	0.3	Y		0.0004 	0.0000 	1.64 	0.00 	0.00044	Venkel	CR0402-16W-000T	10000	4.4	141201	0.00044	Venkel	CR0402-16W-000T	10000	4.4	150420	18	18	56	1 	65 	33	0	0	56	22	18	12	6 	8 	12	0 	19	19 	8400	8400	12 	19	3946 	21	3736 	
'2R21_1%_0402'	107	RES 2.21 OHM 1/16W 1% 0402 SMD	Vishay	CRCW04022R21FKED			RES0402	0.3	Y		0.0025 	0.0000 	5.00 	0.00 	0.0025	avnet	CRCW04022R21FKED	10000	25	121121							0	0	9	0 	14 	16	0	0	11	9	0	0	0 	0 	0	0 	0	0 	2000	2000	0 	0	2000 	0	2000 	
'10R_1%_0402'	108	RES, 10 OHM, 1%, 0402	ROHM	MCR01MZPF10R0			RES0402	0.3	Y		0.0000 	0.0170 	0.00 	42.50 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2500	2500	0 	0	2500 	0	2500 	
'22R_1%_0402'	109	RES, 22 OHM, 1%, 0402	ROHM	MCR01MZPF22R0			RES0402	0.3	Y		0.0000 	0.0170 	0.00 	57.29 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	2 	1	0 	5	5 	4300	4300	0 	5	3370 	0	3370 	
'27R4_1%_0402'	110	RES 27.4 OHM 1/16W 1% 0402 SMD	Venkel	CR0402-16W-27R4FT				0.3	Y		0.0006 	0.0000 	4.27 	0.00 	0.00061	Venkel	CR0402-16W-27R4FT	10000	6.1	130213							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	7000	7000	0 	0	7000 	0	7000 	
'33R_1%_0402'	111	RES, 33 OHM, 1%, 0402	ROHM	MCR01MZPF33R0			RES0402	0.3	Y		0.0006 	0.0000 	3.47 	0.00 	0.0013	Venkel	CR0402-16W-33R0FT	10000	13	121004	0.00062	venkel	CR0402-16W-33R0FT	10000	6.2	151215	30	30	32	0 	0 	0	0	0	32	0	30	0	8 	0 	0	0 	0	0 	5600	5600	0 	0	5600 	0	5600 	
'36R_1%_0402'	112	RES, 36 OHM, 1%, 0402	ROHM	MCR01MZPF36R0			RES0402	0.3	Y		0.0015 	0.0000 	10.50 	0.00 	0.0015	Venkel	CR0402-16W-36R0FT	10000	15								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	2 	0	0 	0	0 	7000	7000	0 	0	7000 	0	7000 	
'37.4R_1%_0402'	113	RES, 37.4 OHM, 1%, 0402	ROHM	MCR01MZPF37R4							0.0000 	0.0170 	0.00 	136.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	8000	8000	0 	0	8000 	0	8000 	
'39R_1%_0402'	114	RES, 39 OHM, 1%, 0402	ROHM	MCR01MZPF39R0			RES0402	0.3	Y		0.0015 	0.0000 	9.00 	0.00 	0.0015	Venkel	CR0402-16W-39R0FT	10000	15								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	2 	0	0 	0	0 	6000	6000	0 	0	6000 	0	6000 	
'43R2_1%_0402'	115	RES, 43.2 OHM, 1%, 0402	Vishay	CRCW040243R2FKED		CRCW040243R0FKED	RES0402	0.3	Y		0.0000 	0.0170 	0.00 	102.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	1 	0	0 	0	0 	6000	6000	0 	0	6000 	0	6000 	
'47R_1%_0402'	116	RES, 47 OHM 1% 0402	ROHM	MCR01MZPF47R0			RES0402	0.3	Y		0.0000 	0.0170 	0.00 	34.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2000	2000	0 	0	2000 	0	2000 	
'49R9_1%_0402'	117	RES, 49.9 OHM, 1%, 0402	ROHM	MCR01MZPF49R9			RES0402	0.3	Y		0.0006 	0.0000 	5.49 	0.00 	0.00061	venkel	CR0402-16W-49R9FT	10000	6.1	140715	0.00062	venkel	CR0402-16W-49R9FT	10000	6.2	151215	34	34	2	1 	12 	3	0	0	2	0	34	0	8 	1 	0	0 	1	1 	9000	9000	0 	1	8854 	0	8854 	
'56R_1%_0402'	118	RES 56 OHM 1% 0402	ROHM	MCR01MZPF56R0	Venkel	CR0402-16W-56R0FT	RES0402	0.3	Y		0.0000 	0.0170 	0.00 	34.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2000	2000	0 	0	2000 	0	2000 	
'82R5_1%_0402'	119	RES 82.5 OHM 1% 0402	VISHAY	CRCW040282R5FKED	Panasonic	ERJ-2RKF82R0X	RES0402	0.3	Y		0.0000 	0.0170 	0.00 	255.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	15000	15000	0 	0	15000 	0	15000 	
'100_1%_0402'	120	RES, 100 OHM, 1%, 0402	ROHM	MCR01MZPF1000			RES0402	0.3	Y		0.0006 	0.0000 	3.01 	0.00 	0.00062	venkel	CR0402-16W-1000FT	10000	6.2	151215							26	26	13	5 	0 	17	20	0	13	13	26	0	0 	24 	17	0 	16	50 	9500	9500	0 	16	5236 	38	4856 	
'120_1%_0402'	121	RES, 120 OHM, 1%, 0402	ROHM	MCR01MZPF1200			RES0402	0.3	Y	use 5%	0.0014 	0.0000 	4.63 	0.00 	0.00143	Venkel	CR0402-16W-1200FT	9900	14.157	170914							0	0	0	0 	0 	0	0	0	0	0	0	49	0 	0 	0	0 	0	0 	200	10100	49 	0	3240 	0	3240 	
'130_1%_0402'	122	RES 130 OHM 1% 0402	KOA  SPEER	RK73H1ETTP1300F			RES0402	0.3	Y		0.0000 	0.0170 	0.00 	136.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	8000	8000	0 	0	8000 	0	8000 	
'140_1%_0402'	123	RES, 140 OHM, 1%, 0402	ROHM	MCR01MZPF1400	Panasonic	ERJ-2RKF1400X	RES0402	0.3	Y		0.0000 	0.0170 	0.00 	102.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	3 	1	0 	0	0 	6000	6000	0 	0	6000 	0	6000 	
'143_1%_0402'	124	RES 143 OHM 1% 0402	VISHAY	CRCW0402143RFKED			RES0402	0.3	Y		0.0000 	0.0170 	0.00 	170.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	10000	10000	0 	0	10000 	0	10000 	
'150_1%_0402'	125	RES, 150 OHM, 1%, 0402	ROHM	MCR01MZPF1500			RES0402	0.3	Y		0.0000 	0.0050 	0.00 	10.41 		0.1	1000	0.005	10000	0.0028							2	2	2	2 	0 	0	0	0	2	0	2	3	0 	1 	0	0 	3	3 	3000	3000	3 	3	2142 	6	2082 	
'158_1%_0402'	126	RES, 158 OHM, 1%, 0402	Panasonic	ERJ-2RKF1580X	Venkel	CR0402-16W-1580FT	RES0402	0.3	Y		0.0000 	0.0020 	0.00 	14.00 		0.003	1000	0.002	10000	0.0018							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	7000	7000	0 	0	7000 	0	7000 	
'200_1%_0402'	127	RES, 200 OHM, 1%, 0402	Panasonic	ERJ-2RKF2000X	Venkel	CR0402-16W-2000FT	RES0402	0.3	Y		0.0006 	0.0000 	10.14 	0.00 	0.00062	venkel	CR0402-16W-2000FT	10000	6.2	150420	0.00062	venkel	CR0402-16W-2000FT	10000	6.2	151215	8	8	11	4 	0 	0	0	0	11	0	8	1	0 	0 	0	0 	0	0 	16500	16500	1 	0	16360 	1	16350 	
'205_1%_0402'	128	RES, 205 OHM, 1%, 0402	Panasonic	ERJ-2RKF2050X			RES0402	0.3	Y		0.0035 	0.0000 	20.79 	0.00 	0.003465	Panasonic	ERJ-2RKF2050X	10000	34.65								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	6000	6000	0 	0	6000 	0	6000 	
'240_1%_0402'	129	RES, 240 OHM, 1%, 0402	Panasonic	ERJ-2RKF2400X			RES0402	0.3	Y		0.0015 	0.0000 	4.80 	0.00 	0.0015	Venkel	CR0402-16W-2400FT	10000	15								0	0	1	0 	0 	0	0	0	1	0	0	2	0 	15 	0	0 	0	0 	3500	3500	2 	0	3220 	2	3200 	
'249_1%_0402'	130	RES  249 OHM 1% 0402	KOA SPEER	RK73H1ETTP2490F			RES0402	0.3	Y		0.0000 	0.0170 	0.00 	391.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	23000	23000	0 	0	23000 	0	23000 	
'274_1%_0402	131	RES 274 OHM 1% 0402	CAL-CHIP	RMO4F274OCT			RES0402	0.3	Y		0.0000 	0.0170 	0.00 	136.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	8000	8000	0 	0	8000 	0	8000 	
'301_1%_0402'	132	RES, 301 OHM, 1%, 0402	ROHM	MCR01MZPF3010	Panasonic	ERJ-2RKF3010X	RES0402	0.3	Y		0.0000 	0.0170 	0.00 	238.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	14000	14000	0 	0	14000 	0	14000 	
'330_1%_0402'	133	RES, 330 OHM, 1%, 0402	ROHM	MCR01MZPF3300			RES0402	0.3	Y		0.0000 	0.0170 	0.00 	0.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
